,text,label,problem
41,"a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare , but mira nair's film is an absolute delight for all audiences . ",1,subjectivity
42,"when not obscured by the booming bass-heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since macy gray's game of chinese whispers with mr bean . ",1,subjectivity
43,"however , love conquers all and . . . a close group of friends return to their hometown to face the reality of how their friendships and promises have altered and dissipated . ",0,subjectivity
44,anna has begun to rely on her stalker's presence . ,0,subjectivity
45,"here she encounters the menacing dennis betts ( clive russell ) and in an attempt to flee from him , she &#237 ; s forced to hide in a car belonging to daniel stone ( douglas henshall ) , a hospital porter . ",0,subjectivity
46,"a mawkish , implausible platonic romance that makes chaplin's city lights seem dispassionate by comparison . ",1,subjectivity
47,he dies before he gets a chance to communicate with the spirit and his dead body with the ouija board is left to the devices to his strung out friends . ,0,subjectivity
48,"while treating a homicide detective for smoking , hypnotherapist michael strother has a telepathic vision of a young girl floating beneath the surface of a stream . ",0,subjectivity
49,"but all four are having trouble dealing with it , and steve has a job offer in san francisco . ",0,subjectivity
50,"we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat . ",1,subjectivity
51,"children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers . ",1,subjectivity
52,"in their late twenties and tired of partying their way around the world , danish marie and irish sophie come ashore in northern scotland . ",0,subjectivity
53,"through it all , carlos comes to understand that if he is to make it as a comic artist , he must engage with the community he comes from , take that experience back out into the world , and put it in his work . ",0,subjectivity
54,arrests of his posse are piling up and profits are plummeting . ,0,subjectivity
55,the history of psychoanalysis is littered with the discarded psyches of the women whose diagnoses were key to the fame of the great masters . ,0,subjectivity
56,all of her hard work pays off when she is accepted to a prominent dance program in new york . ,0,subjectivity
57,"with its young cast and an appealing balance of uplifting attitude and irreverent humor , drumline has the potential to be a sleeper hit . ",1,subjectivity
58,"directing with a sure and measured hand , [haneke] steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology . ",1,subjectivity
59,j-lo strikes back in a tense and thrilling revenge flick with the best fight scene so far this year . but i couldn't help feeling guilty over my delight at the brutal way 'enough' ended . ,1,subjectivity
60,the solid filmmaking and convincing characters makes this a high water mark for this genre . ,1,subjectivity
61,it's a subtle mood piece in which a man's collapse is examined so rigorously that one almost hopes for a murder to come along and break the tension . ,1,subjectivity
62,except shaun runs into one complication after another starting when his application is rejected after his dim-witted guidance counselor sends the wrong application . ,0,subjectivity
63,"pretend it's a werewolf itself by avoiding eye contact and walking slowly away . it's fun , but it's a real howler . ",1,subjectivity
64,"in a bid to regain control of her life , ella goes on a quest to free herself from this mysterious curse . ",0,subjectivity
65,"the very definition of the 'small' movie , but it is a good stepping stone for director sprecher . ",1,subjectivity
66,"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point . ",1,subjectivity
67,"even if the naipaul original remains the real masterpiece , the movie possesses its own languorous charm . ",1,subjectivity
68,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done . ,1,subjectivity
69, . . . manages to deliver a fair bit of vampire fun . ,1,subjectivity
70,"were it not for a sentimental resolution that explains way more about cal than does the movie or the character any good , freundlich's world traveler might have been one of the more daring and surprising american movies of the year . ",1,subjectivity
71,mazel tov to a film about a family's joyous life acting on the yiddish stage . ,1,subjectivity
72,"this film is full of rabbits . brimful . but like most rabbits , it seems to lack substance . ",1,subjectivity
73,"not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired . ",1,subjectivity
74, . . . a fairly disposable yet still entertaining b picture . ,1,subjectivity
75,"una works as a supermarket cashier hating her work and everybody around : the costumers , the manager , the staff . ",0,subjectivity
76,"shot independently over a 24-hour period , the film is first a witness to the fall of the twin towers , as a line of fire and a buckle in the armature signal imminent collapse . ",0,subjectivity
77,"before long , pazuzu , the demon from the movies , fully possesses the boy and father merrin is the only one who can stop pazuzu's evil plan of world domination . ",0,subjectivity
78," "" garmento "" tells the other side of the story , with a dark and satirical look at new york's wholesale garment industry , where shady deals are made for a buck and ruthlessness is a prerequisite for career success . ",0,subjectivity
79,"as his family is rounded up to be shipped off to the nazi labor camps , he escapes deportation and eludes capture by living in the ruins of warsaw . ",0,subjectivity
80,"he gets fired , beaten up , and so on . ",0,subjectivity
81,"a filmmaker , fascinated by the power of the camera and obsessed with the theories of russian film pioneer dziga vertov , decides to get a camera eye to replace the real eye he lost as a child . ",0,subjectivity
82,they all died 48 hours after logging on to a site named feardotcom . com . ,0,subjectivity
83,"her world changes when she meets courtenay , a compulsive liar who brags about the suicide note in her back pocket . ",0,subjectivity
84,"a recess in a wall , as for holding a statue . ",0,subjectivity
85,"it's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly . ",1,subjectivity
86," "" my dinner with ovitz "" is a pithy , yet epicurean tale of broken dreams , broken hollywood power brokers ( and broken knees ) . ",0,subjectivity
87,"regardless , it is through grace's visions involving him that she learns of her parent's demonic pastimes , which include abduction , murder , and possibly worse . ",0,subjectivity
88,"after leoncio's death , robert feels terribly sorry for annie especially when he discovers that she is suffering from schizophrenia . ",0,subjectivity
89,"skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults . ",1,subjectivity
90,the country was at the start of a rapid process of industrialization and social change . ,0,subjectivity
91,the name says it all . jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set . ,1,subjectivity
92,"as an additional inducement , the queen holds out to butch , the promised return of the hostaged claudia , a beautiful and feisty femme , who is not about to sit idly by awaiting rescue ! . ",0,subjectivity
93,"a young novelist , tormented by his family's history and haunted by the specter of his long-dead , more famous ancestor , falls in love with a woman , a distant relative of his ancestor , whose friends and family begin to disappear mysteriously . ",0,subjectivity
94,it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one . ,1,subjectivity
95,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted . ",1,subjectivity
96,"even worse , his influence of a bad las vegas obsessed him of henry having killed his real father douglas . ",0,subjectivity
97,"fred schepisi's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen . with a cast of a-list brit actors , it is worth searching out . ",1,subjectivity
98,"however , the babies turned out to be both women . ",0,subjectivity
99,we haven't seen such hilarity since say it isn't so ! ,1,subjectivity
100,"[drumline] is entertaining for what it does , and admirable for what it doesn't do . ",1,subjectivity
101,"even if the ring has a familiar ring , it's still unusually crafty and intelligent for hollywood horror . ",1,subjectivity
102,"learn about competitions such as k- ! , the world's most popular martial arts competition . ",0,subjectivity
103,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",1,subjectivity
104,the cast comes through even when the movie doesn't . ,1,subjectivity
105,"her internet conversation takes a severe turn , only to realize that she has opened a door that she's no longer able to shut . ",0,subjectivity
106,"eccentric enough to stave off doldrums , caruso's self-conscious debut is also eminently forgettable . ",1,subjectivity
107,"with the help of his trusty sidekick cousin anthony , the two venture on a wild adventure to discover the true meaning of christmas . ",0,subjectivity
108,"a serial killer is on the loose and kills herbert's assistant , dan cain . ",0,subjectivity
109,the film has the courage of its convictions and excellent performances on its side . ,1,subjectivity
110,"people are becoming petrified , and no-one knows what is doing it . ",0,subjectivity
111,"expect the same-old , lame-old slasher nonsense , just with different scenery . ",1,subjectivity
112,"'butterfingered' is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach . ",1,subjectivity
113,one of the greatest romantic comedies of the past decade . ,1,subjectivity
114,"it's sobering , particularly if anyone still thinks this conflict can be resolved easily , or soon . ",1,subjectivity
115,"for oscar , diane is somewhat of a distraction , as his continued pursuit of eve leads to an unexpected resolution . ",0,subjectivity
116,"without resorting to camp or parody , haynes ( like sirk , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , rich , and strange . ",1,subjectivity
117,"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down . ",1,subjectivity
118,the mushy finale turns john q into a movie-of-the-week tearjerker . ,1,subjectivity
119, . . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages . ,1,subjectivity
120,"all or nothing is set on a london working-class housing estate over a long weekend , and also tells the stories of a range of phil and penny's neighbors , some of whom become involved in the family's lives , and all of whom experience an emotional journey . ",0,subjectivity
121,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship . ,1,subjectivity
122,"but sam decker still has a few tricks to teach the kids , and he's got some thingfs to learn from them . ",0,subjectivity
123,bow's best moments are when he's getting busy on the basketball court because that's when he really scores . ,1,subjectivity
124,"even when foreign directors . . . borrow stuff from hollywood , they invariably shake up the formula and make it more interesting . ",1,subjectivity
125,visually exciting sci-fi film which suffers from a lackluster screenplay . ,1,subjectivity
126,"new hampshire , 1972 : will murphy , fledgling restaurant mogul , amateur lounge singer and go-go bar owner is stumbling after his own version of the american dream . ",0,subjectivity
127,"what makes blade 2 marginally better than blade , especially if you thought the first was a hollow spectacle ? it has a plot . ",1,subjectivity
128,"mirabelle falls in love with the glamorous ray , and her life takes a magical turn , but eventually she realizes that she must empower herself and make a choice between them . ",0,subjectivity
129,"in the film , "" wake "" , the fateful reunion of four brothers quickly dissolves into a night of drinking , deceit , perversions , and death . ",0,subjectivity
130,"despite cramming in numerous clichés , mehta still manages to put a fresh and funny spin on the proceedings . ",1,subjectivity
131,"isabel ( rica ) and clara ( maui ) , two childhood friends separated by fate . ",0,subjectivity
132,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . ,1,subjectivity
133,"when the three precogs , who only work together , floating connected in a tank of fluid , have a vision , the names of the victim and the perpetrator as well as video imagery of the crime and the exact time it will happen , are given out to the special cops who then try to prevent the crime from happening . ",0,subjectivity
134,even the hastily and amateurishly drawn animation cannot engage . ,1,subjectivity
135,with the machine they travel across the country ( uruguay ) traing to escape to brazil . ,0,subjectivity
136,a model of what films like this should be like . ,1,subjectivity
137,it gets old quickly . watch barbershop again if you're in need of a cube fix--this isn't worth sitting through . ,1,subjectivity
138,"his dream had vanished , so he went home and got a job at his fathers gas station in virgil grove , population 28 . ",0,subjectivity
139,"like a elementary school bully , michael ovitz used his powerful position in the hollywood wars to step on , steal from and bad mouth whomever stood in his way of control of the schoolyard . ",0,subjectivity
140,"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame . ",1,subjectivity
141,"movies like this are selling the old european candor , the old wink of 'bold' revelation . but in 2002 , such revelations wilt . ",1,subjectivity
142,but sometimes what we teach our children can be as deadly as not teaching them . ,0,subjectivity
143,contains the same kind of intelligent class observation that was featured in gosford park . ,1,subjectivity
144,his emotionally wrenching and often humorous long first night back ends in a mutually relentless swordfight with his prospective brother-in-law that forces him into coming to terms with his loss . ,0,subjectivity
145,april burns ( holmes ) invites her family to thanksgiving dinner at her teeny apartment on new york's lower east side . ,0,subjectivity
146,"you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid . ",1,subjectivity
147,"unless you come in to the film with a skateboard under your arm , you're going to feel like you weren't invited to the party . ",1,subjectivity
148,"here's my advice , kev . start reading your scripts before signing that dotted line . ",1,subjectivity
149,august -- a pupil of ingmar bergman's -- manages to tell a tragic tale while avoiding the heavy-laden angst of a bergman film . ,1,subjectivity
150,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ",1,subjectivity
151,"performances all around are tops , with the two leads delivering oscar-caliber performances . ",1,subjectivity
152,all of the filmmakers' calculations can't rescue brown sugar from the curse of blandness . ,1,subjectivity
153,roxie hart is a married chorus girl with hopes of being a headliner in vaudeville . ,0,subjectivity
154,"morvern callar confirms lynne ramsay as an important , original talent in international cinema . ",1,subjectivity
155,"often self-consciously surreal , this award-winner scores high for originality . ",1,subjectivity
156,director barry sonnenfeld and company retain much of the rubbery alien slapstick humor . ,1,subjectivity
157,"nick , a district attorney investigating the most recent case , a suspicious apparent suicide , and her interviews with friends and family of the deceased trigger extensive and intricately interwoven flashbacks that reveal surprising facts about the man's life and death . ",0,subjectivity
158,"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is . ",1,subjectivity
159,"in a world besieged by world war ii , wendy , now grown up , tries to give her own children hope by telling them of her magical experiences with peter pan in never land . ",0,subjectivity
160,the deeper matt runs into the forest the farther his mind is lost to the blackwoods . ,0,subjectivity
161,"an observation and reflection on contemporary life in the uk from a director with unique eclectic vision , a poetical attempt at defining what it is to live in this country . ",0,subjectivity
162,"a perplexing example of promise unfulfilled , despite many charming moments . ",1,subjectivity
163,a team of experts must return back in time and replace the butterfly . ,0,subjectivity
164,"as a good old-fashioned adventure for kids , spirit : stallion of the cimarron is a winner . ",1,subjectivity
165,"even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern . ",1,subjectivity
166,"pretty much sucks , but has a funny moment or two . ",1,subjectivity
167,harks back to a time when movies had more to do with imagination than market research . ,1,subjectivity
168,"although occasionally static to the point of resembling a stage play , the film delivers a solid mixture of sweetness and laughs . ",1,subjectivity
169,for carlos - who has been challenged by his mentor to rework a superficial comic strip into something with depth and substance - running the store is the last thing on his mind . ,0,subjectivity
170,"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be . ",1,subjectivity
171,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . it's like watching a nightmare made flesh . ,1,subjectivity
172,"at the same time , mickey steals money from an apartment to help himself and carlos to fulfill their ambitions - with tragic consequences . ",0,subjectivity
173,"a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole . ",1,subjectivity
174,"semi-improvised on the streets of liverpool , dan reed's drama brings the true face of britain's underworld to light . ",0,subjectivity
175,"though howard demonstrates a great eye as a director , this southern gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at least slow him down to a canter . ",1,subjectivity
176,"all are endeavoring to remove the stones that insistently appear in their path or , worst , that are in their shoes . ",0,subjectivity
177,"and this particular scheme requires a large amount of time-travel , and kidnapping austin powers' father , england's master spy , nigel powers . ",0,subjectivity
178,"they decide to celebrate digger's 18th birthday by breaking every rule of what they consider a "" shallow and hypocritical society "" by planning a suicide as a manifestation of their eternal freedom , thus "" to die and become immortal . "" ",0,subjectivity
179,"they succeed in blowing up what they believe to be the main operations room , but are soon forced to make their escape as the entire compound unexpectedly erupts with gunfire and explosions . ",0,subjectivity
180,"you can fire a torpedo through some of clancy's holes , and the scripters don't deserve any oscars . but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment . ",1,subjectivity
181,"the zany search for the shoes begins , as she follows the footsteps through the lively streets of havana , running into the quirky , colorful characters that bring viva zapato and dolore's dream . ",0,subjectivity
182,"but melanie's past holds many secrets , including jake , the redneck husband she married in high school , who refuses to divorce her . ",0,subjectivity
183,has something to say . . . but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller . ,1,subjectivity
184,"i walked away not really know who "" they "" were , what "" they "" looked like . why "" they "" were here and what "" they "" wanted and quite honestly , i didn't care . ",1,subjectivity
185,"each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time . ",1,subjectivity
186,"it's a pleasurable revelation to see foster feel out a role , both emotively and physically , with the well-marshaled gusto that she does here . ",1,subjectivity
187,in her desperation she decides to live forever inside the holo-deck . ,0,subjectivity
188,"in the last days of the second world war , an american administrative lieutenant is captured by german forces during the battle of the bulge . ",0,subjectivity
189,"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas . ",1,subjectivity
190,"for all the realpolitik underpinnings , this is less john le carre than a tech noir "" die hard "" in downtown seoul . ",1,subjectivity
191,"behind the glitz , hollywood is sordid and disgusting . quelle surprise ! ",1,subjectivity
192,"the movie barely makes sense , with its unbelievable naïveté and arbitrary flashbacks . ",1,subjectivity
193,"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks . ",1,subjectivity
194,there's not a fresh idea at the core of this tale . ,1,subjectivity
195,"but as each retreats into their private worlds of fantasy , a much more lively story unfolds - a story of confrontations that should have happened , of secrets that need to be revealed . ",0,subjectivity
196,"whilst their former companions strider , legolas , gimli , merry and pippin make new allies in the ents , the riders of rohan and the stewards of gondor and launch an assault on isengard . ",0,subjectivity
197,"as he spirals into a series of hallucinations , the line between his sister's death and ellen's disappearance blurs . ",0,subjectivity
198,passable enough for a shoot-out in the o . k . court house of life type of flick . strictly middle of the road . ,1,subjectivity
199,"jack ( samuel l . jackson ) finds himself being held hostage while the criminals decide what to do with him , and the leader's beautiful girlfriend , erin ( milla jovovich ) , is left alone to watch jack . ",0,subjectivity
200,"this moving documentary tells the story of thomas and his relationship with blalock , one that ushered in advances in surgery that are still in existence today . ",0,subjectivity
201,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging . ",1,subjectivity
202,"a succinct , intelligent and scintillating slice of cultural history . ",1,subjectivity
203,"she's telling her story because she wants to set the record straight , to correct the lies in natalie's book , which became a bestseller . ",0,subjectivity
204,eleven year old david wiseman is mad about cricket but no good at it . ,0,subjectivity
205,three friends get together and bury a box making a pact to open it at midnight at their high school graduation . ,0,subjectivity
206,"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life's urgent questions . ",1,subjectivity
207,one just waits grimly for the next shock without developing much attachment to the characters . ,1,subjectivity
208,macbeth . mcdonald's . how far apart these poles of popular culture seemed until billy morrissette's sly mcshakespeare crime comedy . ,1,subjectivity
209,"the hunt is on as the killers ruthlessly stalk the teacher and students through the school's halls and classrooms , while lamb tracks them on the surveillance cameras , turning the school's security system against his prey . ",0,subjectivity
210,"like life on the island , the movie grows boring despite the scenery . ",1,subjectivity
211,"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on . ",1,subjectivity
212,"but harper himself is a suspect in several bomb attacks , one of which killed rachel's partner and friend . ",0,subjectivity
213,"overall , this is a juicy movie but certainly not a trashy one . ",1,subjectivity
214,"the grandfather teaches the boy a small lesson about growing up , while the boy helps the grandfather , a holocaust survivor , open up and tell his story , for the first time . ",0,subjectivity
215,"vince's flood of memories about sara's disappearance is brought on when he happens upon 10-year-old ellen , one of julie's students . ",0,subjectivity
216,"as patients mysteriously disappear , and the body count mounts , even the exterminators , ratmaster general "" hans "" ( john paul young ) and his assistant , "" jim "" ( adam redmond ) are no contest for the awesome force of this hybrid rodent strain . ",0,subjectivity
217,"a go ! ! ! "" and the paper is dated with the year 2003 . ",0,subjectivity
218,"an ambitious , guilt-suffused melodrama crippled by poor casting . ",1,subjectivity
219,"a sly female empowerment movie , although not in a way anyone would expect . ",1,subjectivity
220,grace's only salvation appears to be by the guidance of her paternal grandfather reverend salo sr . ( the amazing kreskin ) . ,0,subjectivity
221,"in the heart of a sanitized suburban neighborhood , herbert's everyday life is filled with constant emasculation at the hands of his wife , eleanor , and the daily grind of work on the chain . ",0,subjectivity
222,"an inexperienced director , mehta has much to learn . ",1,subjectivity
223,"while navigating through the tumultuous neighborhoods of south central l . a . , perry and keough must track down cold-blooded killers and face their own demons , which prove to be more ruthless than the criminals they pursue . ",0,subjectivity
224,"stephen stalls his interrogators with stories of his affair with toni , while she risks her freedom by seducing an employee in the d . a . 's ",0,subjectivity
225,"a number of new allies join with aragorn , gimli , legolas , pippin and merry . ",0,subjectivity
226,"however , he can only inhabit the body of a child for a short time . ",0,subjectivity
227,"it will probably prove interesting to ram dass fans , but to others it may feel like a parody of the mellow , peace-and-love side of the '60s counterculture . ",1,subjectivity
228,will the doctor be able to save komal from the don ? ,0,subjectivity
229,"it takes you on a personal journey through one family's history , one man's self-destructive grief and a love that transcends time and death . ",0,subjectivity
230,the ill-conceived modern-day ending falls flat where it should deliver a moral punch . ,1,subjectivity
231,this angst-ridden territory was covered earlier and much better in ordinary people . ,1,subjectivity
232,"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject . ",1,subjectivity
233,"terror at tate manor is an independent horror film set in a real haunted house , rich in ghost and spirit sightings , and quite active throughout the filming . ",0,subjectivity
234,the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about . ,1,subjectivity
235,"the four girls are teased and discriminated against by their other colleagues and are finally fired by their beautiful , evil boss christine . ",0,subjectivity
236,"cathy ( julianne moore ) is the perfect 50s housewife , living the perfect 50s life : healthy kids , successful husband , social prominence . ",0,subjectivity
237,has all the poignancy of a hallmark card and all the comedy of a gallagher stand-up act . ,1,subjectivity
238,"however , after an inexplicable letter arrives , any signs of normalcy in his life begin to fade . ",0,subjectivity
239,"good for a few unintentional laughs , "" extreme ops "" was obviously made for the "" xxx "" crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction . ",1,subjectivity
240,"impresses as a skillfully assembled , highly polished and professional adaptation . . . just about as chilling and unsettling as 'manhunter' was . ",1,subjectivity
241,initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience . ,1,subjectivity
242,"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale . ",1,subjectivity
243,they threw loads of money at an idea that should've been so much more even if it was only made for teenage boys and wrestling fans . ,1,subjectivity
244,"this has to be one of the most bizarre love stories ever to be filmed , not since nine ½ weeks has anybody done this much pampering for his 'girlfriend' . ",1,subjectivity
245,"this is as lax and limp a comedy as i've seen in a while , a meander through worn-out material . ",1,subjectivity
246,"tunney , brimming with coltish , neurotic energy , holds the screen like a true star . ",1,subjectivity
247,a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters . ,1,subjectivity
248,a team of rescue workers has been laboring all night to save people caught in a massive flash flood in the desert . ,0,subjectivity
249,a week or so later the lapd is tipped off about his whereabouts and they break down the door of the seedy motel room that he's hiding out in and throw him in la county's celebrity wing . ,0,subjectivity
250,"upon one of his famous , hand-made tortillas appears the face of jesus christ . ",0,subjectivity
251,"paralyzed by the discovery he is only capable of leaving with a stupid excuse , trying to hide from ana the anguish that barely lets him breath . ",0,subjectivity
252,"a little girl uses her overactive imagination to turn her doll into a real live friend ; but when a monster kidnaps her doll , she must enter a dangerous , surreal world to find the monster and rescue her doll . ",0,subjectivity
253,well-shot but badly written tale set in a future ravaged by dragons . ,1,subjectivity
254,"greta is a sharp , spunky editor who is rotten with ambition . ",0,subjectivity
255,14-year-old meredith attempts to maintain a religious vow of silence during a thanksgiving dinner with her agnostic family . ,0,subjectivity
256,"it is quickly agreed however , that selling chocolates door to door , or fire powered potato guns to children , may be too complicated . ",0,subjectivity
257,this story of unrequited love doesn't sustain interest beyond the first half-hour . ,1,subjectivity
258,three hungover penrith boys conspire to break up a couple on high street when one of the mates is smitten by one of the pair . ,0,subjectivity
259,"in a surrealistic approach typical of the director , a clumsy cat and an intelligent monkey are also present in the film . ",0,subjectivity
260,"in the course of the investigation , he discovers that his own unresolved pain and failures as a father have deeply influenced joey's life , and now his 18-month-old grandson may be fated to follow their self-destructive paths . ",0,subjectivity
261,the movie's vision of a white american zealously spreading a puritanical brand of christianity to south seas islanders is one only a true believer could relish . ,1,subjectivity
262,"the hours of life snatched from death lead them in a wild chase across romania , looking for the truth . ",0,subjectivity
